gene_id	gene_symbol	tissue	score	source
ENSG00000280190.1	RP11-319G9.1	Liver	0.0	GTEx
ENSG00000260816.2	RP11-319G9.3	Liver	4.2892386218630365e-06	GTEx
ENSG00000279732.1	RP11-319G9.4	Liver	0.0	GTEx
ENSG00000261537.1	RP11-319G9.5	Liver	2.2050191407911525e-06	GTEx
ENSG00000280274.1	RP11-556H2.1	Liver	4.273925988940876e-07	GTEx
ENSG00000260694.1	RP11-556H2.4	Liver	0.0	GTEx
ENSG00000260479.1	RP11-556H2.3	Liver	0.0	GTEx
ENSG00000260511.1	RP11-556H2.2	Liver	0.0	GTEx
ENSG00000277954.1	RP11-679B19.1	Liver	1.2324968098681412e-06	GTEx
ENSG00000261722.1	RP11-679B19.2	Liver	0.0	GTEx
ENSG00000222244.1	RNA5SP431	Liver	0.0	GTEx
ENSG00000261472.1	RP11-467I17.1	Liver	0.0	GTEx
ENSG00000178573.6	MAF	Liver	0.0002775840068056146	GTEx
ENSG00000277214.1	RP11-70D24.3	Liver	2.3828158230540197e-06	GTEx
ENSG00000278058.1	RP11-70D24.2	Liver	4.783496384517227e-05	GTEx
ENSG00000275040.1	RP11-70D24.4	Liver	9.93619736282433e-07	GTEx
ENSG00000279378.1	RP11-70D24.1	Liver	2.484049340706083e-07	GTEx
ENSG00000260876.5	LINC01229	Liver	6.096980008507018e-07	GTEx
ENSG00000261390.5	MAFTRR	Liver	2.7562739259889406e-06	GTEx
ENSG00000261082.1	LINC01228	Liver	0.0	GTEx
ENSG00000260237.1	RP11-148M9.1	Liver	0.0	GTEx
ENSG00000260706.5	RP11-525K10.1	Liver	0.0	GTEx
ENSG00000259867.5	RP11-525K10.3	Liver	3.747341556784347e-07	GTEx
ENSG00000261376.1	RP11-525K10.2	Liver	0.0	GTEx
ENSG00000168589.14	DYNLRB2	Liver	2.55806039982986e-06	GTEx
ENSG00000260183.1	RP11-109P11.1	Liver	0.0	GTEx
ENSG00000260737.5	LINC01227	Liver	0.0	GTEx
ENSG00000166446.14	CDYL2	Liver	2.01616333475117e-05	GTEx
ENSG00000260064.1	RP11-18F14.4	Liver	0.0	GTEx
ENSG00000260594.1	CTD-2055G21.1	Liver	0.0	GTEx
ENSG00000260896.5	LINC02170	Liver	1.0028923862186303e-06	GTEx
ENSG00000103121.8	CMC2	Liver	3.994895789025946e-05	GTEx
ENSG00000278985.1	RP11-303E16.9	Liver	7.15525308379413e-06	GTEx
ENSG00000166451.13	CENPN	Liver	2.543598468736708e-05	GTEx
ENSG00000260213.5	RP11-303E16.3	Liver	2.0893236920459376e-06	GTEx
ENSG00000261061.1	RP11-303E16.2	Liver	8.934921310080817e-05	GTEx
ENSG00000166454.9	ATMIN	Liver	0.00014513823904721394	GTEx
ENSG00000166455.13	C16orf46	Liver	3.1705657167162914e-05	GTEx
ENSG00000261141.1	RP11-303E16.5	Liver	5.675031901318588e-06	GTEx
ENSG00000261838.5	RP11-303E16.6	Liver	0.0	GTEx
ENSG00000245059.2	RP11-303E16.7	Liver	1.5191833262441514e-06	GTEx
ENSG00000140905.10	GCSH	Liver	0.00016997022543598469	GTEx
ENSG00000166473.17	PKD1L2	Liver	6.798809017439387e-06	GTEx
ENSG00000252608.1	RNU6-1191P	Liver	0.0	GTEx
ENSG00000135697.9	BCO1	Liver	7.041259038706934e-06	GTEx
ENSG00000280182.1	RP11-626G3.1	Liver	3.738834538494258e-07	GTEx
ENSG00000260495.1	RP11-55K13.1	Liver	2.1344108889834116e-06	GTEx
ENSG00000261609.5	GAN	Liver	1.3252233092301147e-05	GTEx
ENSG00000153815.16	CMIP	Liver	6.380263717566993e-05	GTEx
ENSG00000279021.1	RP11-391L3.4	Liver	0.0	GTEx
ENSG00000260229.1	RP11-391L3.5	Liver	1.4258613356018716e-06	GTEx
ENSG00000279476.1	RP11-391L3.3	Liver	2.5470012760527435e-07	GTEx
ENSG00000277255.1	MIR7854	Liver	0.0	GTEx
ENSG00000275109.1	MIR6504	Liver	0.0	GTEx
ENSG00000279681.1	RP11-274A11.5	Liver	0.0	GTEx
ENSG00000279294.1	RP11-274A11.3	Liver	0.0	GTEx
ENSG00000279841.1	RP11-274A11.4	Liver	6.149723521905571e-07	GTEx
ENSG00000261218.5	RP11-960L18.1	Liver	3.9157805189281157e-07	GTEx
ENSG00000197943.9	PLCG2	Liver	6.959591663122077e-05	GTEx
ENSG00000276519.1	RP11-510J16.6	Liver	0.0	GTEx
ENSG00000184860.9	SDR42E1	Liver	2.0655040408336878e-05	GTEx
ENSG00000086696.10	HSD17B2	Liver	0.00020884729902169287	GTEx
ENSG00000261235.1	RP11-510J16.5	Liver	4.2050191407911524e-06	GTEx
ENSG00000260161.1	MTCYBP28	Liver	0.0	GTEx
ENSG00000135698.9	MPHOSPH6	Liver	9.958315610378562e-05	GTEx
ENSG00000261029.1	CTD-2588J6.2	Liver	0.0	GTEx
ENSG00000251888.1	RN7SKP190	Liver	0.0	GTEx
ENSG00000259873.1	RP11-481E4.1	Liver	0.0	GTEx
ENSG00000261285.5	RP11-481E4.2	Liver	0.0	GTEx
ENSG00000261176.1	RP11-2L4.1	Liver	0.0	GTEx
ENSG00000140945.16	CDH13	Liver	2.136112292641429e-06	GTEx
ENSG00000277387.1	MIR8058	Liver	0.0	GTEx
ENSG00000280044.1	RP11-22H5.1	Liver	0.0	GTEx
ENSG00000260862.1	RP11-22H5.2	Liver	0.0	GTEx
ENSG00000263360.2	RN7SL134P	Liver	0.0	GTEx
ENSG00000260832.1	CTD-3253I12.1	Liver	0.0	GTEx
ENSG00000261410.1	RP11-543N12.1	Liver	0.0	GTEx
ENSG00000263785.1	MIR3182	Liver	0.0	GTEx
ENSG00000261103.1	RP11-298D21.3	Liver	0.0	GTEx
ENSG00000260788.5	RP11-298D21.1	Liver	0.0	GTEx
ENSG00000259914.1	RP11-298D21.2	Liver	0.0	GTEx
ENSG00000260228.5	RP11-483P21.2	Liver	5.989791578051893e-07	GTEx
ENSG00000230989.6	HSBP1	Liver	9.729476818375159e-05	GTEx
ENSG00000103150.5	MLYCD	Liver	8.738409187579754e-05	GTEx
ENSG00000260932.1	RP11-483P21.6	Liver	5.820501914079115e-06	GTEx
ENSG00000260300.5	RP11-505K9.4	Liver	1.7012335176520628e-05	GTEx
ENSG00000140961.12	OSGIN1	Liver	0.0008510421097405359	GTEx
ENSG00000103154.9	NECAB2	Liver	8.482347937048065e-05	GTEx
ENSG00000166558.10	SLC38A8	Liver	0.0	GTEx
ENSG00000199350.1	RNA5SP432	Liver	0.0	GTEx
ENSG00000140943.16	MBTPS1	Liver	0.0003084644831986389	GTEx
ENSG00000274677.1	RP11-505K9.5	Liver	9.361122926414293e-06	GTEx
ENSG00000260018.1	RP11-505K9.1	Liver	4.467886005954913e-05	GTEx
ENSG00000260410.2	RP11-505K9.3	Liver	0.0	GTEx
ENSG00000103160.11	HSDL1	Liver	5.92003402807316e-05	GTEx
ENSG00000154099.17	DNAAF1	Liver	1.8043385793279456e-06	GTEx
ENSG00000103168.16	TAF1C	Liver	0.0003206295193534666	GTEx
ENSG00000140955.10	ADAD2	Liver	8.392173543173118e-07	GTEx
ENSG00000250685.7	RP11-486L19.2	Liver	3.69715014887282e-07	GTEx
ENSG00000168418.7	KCNG4	Liver	0.0	GTEx
ENSG00000260858.1	RP11-558A11.1	Liver	0.0	GTEx
ENSG00000201361.1	RNA5SP433	Liver	0.0	GTEx
ENSG00000103175.10	WFDC1	Liver	3.62569119523607e-05	GTEx
ENSG00000260530.1	RP11-558A11.2	Liver	0.0	GTEx
ENSG00000260504.1	RP11-558A11.3	Liver	0.0	GTEx
ENSG00000064270.12	ATP2C2	Liver	1.9047213951509995e-06	GTEx
ENSG00000261286.1	RP11-517C16.2	Liver	2.5223309230114845e-06	GTEx
ENSG00000140950.15	TLDC1	Liver	1.4188005104210976e-05	GTEx
ENSG00000261243.1	RP11-517C16.4	Liver	0.0	GTEx
ENSG00000103187.7	COTL1	Liver	7.421522756273926e-05	GTEx
ENSG00000261471.1	RP11-61F12.1	Liver	5.513398553806891e-07	GTEx
ENSG00000135686.12	KLHL36	Liver	0.00014254359846873672	GTEx
ENSG00000103194.15	USP10	Liver	0.000217524457677584	GTEx
ENSG00000103196.11	CRISPLD2	Liver	6.056997022543598e-05	GTEx
ENSG00000260859.1	RP11-254F19.2	Liver	0.0	GTEx
ENSG00000279622.1	RP11-254F19.4	Liver	4.5937898766482346e-07	GTEx
ENSG00000260340.1	LINC02176	Liver	0.0	GTEx
ENSG00000153786.12	ZDHHC7	Liver	0.0002695023394300298	GTEx
ENSG00000135709.12	KIAA0513	Liver	2.0008507018290093e-05	GTEx
ENSG00000153789.12	FAM92B	Liver	2.707783921735432e-07	GTEx
ENSG00000278214.1	LINC02139	Liver	5.20289238621863e-06	GTEx
ENSG00000275088.1	RP11-442O1.3	Liver	3.6843896214376863e-06	GTEx
ENSG00000131149.18	GSE1	Liver	0.00014393024245002128	GTEx
ENSG00000270313.1	COX6CP16	Liver	1.4998723947256485e-06	GTEx
ENSG00000179219.5	LINC00311	Liver	8.913653764355593e-07	GTEx
ENSG00000266307.1	MIR5093	Liver	0.0	GTEx
ENSG00000278716.1	LA16c-352F7.1	Liver	0.0	GTEx
ENSG00000270124.1	RP11-118F19.1	Liver	8.096129306678009e-07	GTEx
ENSG00000260417.1	CTD-2542L18.1	Liver	3.7847724372607404e-07	GTEx
ENSG00000263968.2	RN7SL381P	Liver	9.984687367077839e-06	GTEx
ENSG00000131153.8	GINS2	Liver	8.669502339430028e-06	GTEx
ENSG00000154102.10	C16orf74	Liver	4.164185452998724e-06	GTEx
ENSG00000275393.1	RP11-568J23.8	Liver	1.6291790727350066e-06	GTEx
ENSG00000283416.1	MIR1910	Liver	0.0	GTEx
ENSG00000269898.1	RP11-568J23.4	Liver	0.0	GTEx
ENSG00000131148.8	EMC8	Liver	0.00015333900467886006	GTEx
ENSG00000252311.1	RNU1-103P	Liver	1.135431731178222e-05	GTEx
ENSG00000270184.1	RP11-568J23.5	Liver	9.328796256911952e-06	GTEx
ENSG00000270159.1	RP11-568J23.6	Liver	0.0	GTEx
ENSG00000131143.8	COX4I1	Liver	0.0017277754147171417	GTEx
ENSG00000270698.1	RP11-568J23.7	Liver	0.0	GTEx
ENSG00000214259.3	RP11-568J23.1	Liver	0.0	GTEx
ENSG00000279907.1	RP11-568J23.2	Liver	0.0	GTEx
ENSG00000140968.10	IRF8	Liver	9.344959591663122e-05	GTEx
ENSG00000274134.1	MIR6774	Liver	0.0	GTEx
ENSG00000268804.1	LINC02132	Liver	8.533390046788601e-07	GTEx
ENSG00000269667.1	RP11-542M13.2	Liver	0.0	GTEx
ENSG00000279604.1	RP11-542M13.1	Liver	0.0	GTEx
ENSG00000261177.1	RP11-805I24.1	Liver	0.0	GTEx
ENSG00000268078.1	RP11-805I24.4	Liver	0.0	GTEx
ENSG00000268505.1	RP11-805I24.3	Liver	0.0	GTEx
ENSG00000269186.1	LINC01082	Liver	0.0	GTEx
ENSG00000270058.1	RP11-514D23.3	Liver	0.0	GTEx
ENSG00000268754.1	LINC01081	Liver	0.0	GTEx
ENSG00000199949.2	Y_RNA	Liver	0.0	GTEx
ENSG00000268532.1	LINC02135	Liver	0.0	GTEx
ENSG00000168367.9	LINC00917	Liver	0.0	GTEx
ENSG00000269826.1	RP11-158I3.3	Liver	0.0	GTEx
ENSG00000268473.1	RP11-158I3.1	Liver	0.0	GTEx
ENSG00000268388.5	FENDRR	Liver	7.094002552105488e-06	GTEx
ENSG00000103241.6	FOXF1	Liver	3.4691620586984264e-05	GTEx
ENSG00000270020.1	RP11-463O9.9	Liver	2.0297745640153128e-06	GTEx
ENSG00000243697.1	RP11-463O9.1	Liver	1.4561463207145894e-06	GTEx
ENSG00000103248.18	MTHFSD	Liver	4.570820927264994e-05	GTEx
ENSG00000280278.1	FLJ30679	Liver	0.0	GTEx
ENSG00000260944.1	FOXC2-AS1	Liver	0.0	GTEx
ENSG00000176692.5	FOXC2	Liver	1.139430029774564e-06	GTEx
ENSG00000176678.5	FOXL1	Liver	1.674096129306678e-06	GTEx
ENSG00000279142.1	RP11-463O9.2	Liver	0.0	GTEx
ENSG00000260387.1	RP11-463O9.6	Liver	0.0	GTEx
ENSG00000261161.1	RP11-58A18.1	Liver	0.0	GTEx
ENSG00000274478.1	RP11-58A18.2	Liver	0.0	GTEx
ENSG00000260026.1	LINC02189	Liver	0.0	GTEx
ENSG00000261175.5	LINC02188	Liver	2.0527435133985537e-07	GTEx
ENSG00000260795.1	RP11-107C10.1	Liver	0.0	GTEx
ENSG00000232190.2	LINC02181	Liver	0.0	GTEx
ENSG00000261363.2	RP11-134D3.2	Liver	0.0	GTEx
ENSG00000260456.6	C16orf95	Liver	3.0888983411314336e-05	GTEx
ENSG00000261095.1	RP11-899L11.1	Liver	0.0	GTEx
ENSG00000261651.1	RP11-899L11.3	Liver	0.0	GTEx
ENSG00000261697.5	RP11-178L8.5	Liver	0.0	GTEx
ENSG00000243705.1	RP11-178L8.1	Liver	0.0	GTEx
ENSG00000280419.1	RP11-178L8.6	Liver	0.0	GTEx
ENSG00000270006.2	RP11-178L8.7	Liver	9.25223309230115e-06	GTEx
ENSG00000103264.17	FBXO31	Liver	0.0002593789876648235	GTEx
ENSG00000269901.1	RP11-178L8.9	Liver	1.8715440238196513e-06	GTEx
ENSG00000140941.12	MAP1LC3B	Liver	0.0002344534240748618	GTEx
ENSG00000261592.1	RP11-178L8.3	Liver	4.2245852828583586e-06	GTEx
ENSG00000140948.11	ZCCHC14	Liver	0.00027120374308804766	GTEx
ENSG00000276393.1	RP11-106D4.3	Liver	0.0	GTEx
ENSG00000276337.1	RP11-106D4.2	Liver	1.1919183326244151e-05	GTEx
ENSG00000260750.5	RP11-482M8.1	Liver	2.4985112717992342e-06	GTEx
ENSG00000269935.1	RP11-482M8.3	Liver	0.0	GTEx
ENSG00000154118.12	JPH3	Liver	9.082092726499361e-07	GTEx
ENSG00000277504.1	RP11-278A23.4	Liver	0.0	GTEx
ENSG00000226180.3	RP11-278A23.1	Liver	4.035729476818375e-06	GTEx
ENSG00000104731.13	KLHDC4	Liver	8.604849000425351e-05	GTEx
ENSG00000260671.2	RP11-278A23.2	Liver	0.0	GTEx
ENSG00000260498.5	RP4-536B24.4	Liver	0.0	GTEx
ENSG00000260177.1	RP4-536B24.3	Liver	0.0	GTEx
ENSG00000103257.8	SLC7A5	Liver	0.00023402807316035728	GTEx
ENSG00000278598.1	MIR6775	Liver	0.0	GTEx
ENSG00000260466.1	RP4-536B24.2	Liver	2.4559761803487877e-06	GTEx
ENSG00000174990.4	CA5A	Liver	0.00010871969374734156	GTEx
ENSG00000260603.1	GS1-21A4.1	Liver	0.0	GTEx
ENSG00000270385.1	GS1-21A4.2	Liver	0.0	GTEx
ENSG00000260443.1	CTD-3057O21.1	Liver	0.0	GTEx
ENSG00000172530.20	BANP	Liver	4.8906848149723524e-05	GTEx
ENSG00000261193.1	RP11-863P13.5	Liver	0.0	GTEx
ENSG00000260166.1	RP11-863P13.6	Liver	0.0	GTEx
ENSG00000205037.2	RP11-863P13.4	Liver	1.0243300723096555e-06	GTEx
ENSG00000260162.2	RP11-863P13.1	Liver	0.0	GTEx
ENSG00000261327.4	RP11-863P13.3	Liver	6.153977031050617e-07	GTEx
ENSG00000261816.1	RP11-863P13.2	Liver	1.1172267120374308e-06	GTEx
ENSG00000260420.2	LINC02182	Liver	0.0	GTEx
ENSG00000261273.1	LA16c-444G7.1	Liver	0.0	GTEx
ENSG00000225614.2	ZNF469	Liver	1.4518928115695448e-06	GTEx
ENSG00000179588.8	ZFPM1	Liver	8.679710761378136e-05	GTEx
ENSG00000263456.1	MIR5189	Liver	0.0	GTEx
ENSG00000261744.1	RP11-21B21.4	Liver	4.4321565291365365e-06	GTEx
ENSG00000158545.15	ZC3H18	Liver	0.00018638877073585709	GTEx
ENSG00000124391.4	IL17C	Liver	0.0	GTEx
ENSG00000051523.10	CYBA	Liver	0.00020561463207145896	GTEx
ENSG00000167508.11	MVD	Liver	0.00038000850701829013	GTEx
ENSG00000260630.6	SNAI3-AS1	Liver	1.5616333475116974e-05	GTEx
ENSG00000185669.5	SNAI3	Liver	1.008847299021693e-05	GTEx
ENSG00000158717.10	RNF166	Liver	0.00010634623564440664	GTEx
ENSG00000174177.12	CTU2	Liver	0.00010418545299872395	GTEx
ENSG00000278341.1	RP5-1142A6.10	Liver	5.7890259464057845e-06	GTEx
ENSG00000103335.21	PIEZO1	Liver	0.0002936622713738834	GTEx
ENSG00000284585.1	MIR4722	Liver	0.0	GTEx
ENSG00000260121.1	RP5-1142A6.9	Liver	0.00010357294768183752	GTEx
ENSG00000224888.4	RP5-1142A6.2	Liver	1.1690344534240748e-06	GTEx
ENSG00000260617.1	RP5-1142A6.7	Liver	0.0	GTEx
ENSG00000182376.2	RP5-1142A6.8	Liver	4.4755423224159937e-07	GTEx
ENSG00000167513.8	CDT1	Liver	6.210123351765206e-06	GTEx
ENSG00000198931.10	APRT	Liver	0.0015874096129306677	GTEx
ENSG00000141012.12	GALNS	Liver	0.00010966397277754147	GTEx
ENSG00000167515.10	TRAPPC2L	Liver	0.0001286261165461506	GTEx
ENSG00000205022.9	PABPN1L	Liver	2.3726074011059126e-06	GTEx
ENSG00000129993.14	CBFA2T3	Liver	5.353466609953211e-05	GTEx
ENSG00000259881.1	RP11-830F9.5	Liver	5.901318587834964e-05	GTEx
ENSG00000261226.1	RP11-830F9.7	Liver	2.0034028073160357e-07	GTEx
ENSG00000205018.2	RP11-830F9.6	Liver	5.497235219055722e-07	GTEx
ENSG00000259989.1	CTD-2555A7.1	Liver	0.0	GTEx
ENSG00000256982.1	CTD-2555A7.2	Liver	0.0	GTEx
ENSG00000176715.15	ACSF3	Liver	0.00010102084219481072	GTEx
ENSG00000261546.1	CTD-2555A7.3	Liver	8.045087196937473e-07	GTEx
ENSG00000180422.3	LINC00304	Liver	8.795406210123352e-07	GTEx
ENSG00000205015.1	LINC02138	Liver	0.0	GTEx
ENSG00000129910.7	CDH15	Liver	5.658868566567418e-06	GTEx
ENSG00000259803.6	SLC22A31	Liver	3.8213526159081245e-06	GTEx
ENSG00000259877.2	RP11-46C24.7	Liver	3.886856656741812e-05	GTEx
ENSG00000170100.13	ZNF778	Liver	1.7532964695874095e-05	GTEx
ENSG00000167522.14	ANKRD11	Liver	9.397703105061676e-05	GTEx
ENSG00000268218.1	AC137932.4	Liver	2.2271373883453847e-05	GTEx
ENSG00000260279.2	AC137932.5	Liver	1.0853253934495958e-05	GTEx
ENSG00000261253.2	AC137932.6	Liver	8.648234793704807e-07	GTEx
ENSG00000261574.1	RP1-168P16.2	Liver	1.1001276052743514e-06	GTEx
ENSG00000261692.1	RP1-168P16.1	Liver	0.0	GTEx
ENSG00000252887.1	RNU6-430P	Liver	0.0	GTEx
ENSG00000270832.1	RP1-168P16.3	Liver	0.0	GTEx
ENSG00000197912.14	SPG7	Liver	0.0003000425350914504	GTEx
ENSG00000261118.1	RP11-104N10.1	Liver	5.568694172692472e-06	GTEx
ENSG00000274627.1	RP11-104N10.2	Liver	1.2831135686941729e-05	GTEx
ENSG00000167526.13	RPL13	Liver	0.003482773287962569	GTEx
ENSG00000200084.1	SNORD68	Liver	1.0696724797958316e-05	GTEx
ENSG00000178773.14	CPNE7	Liver	9.79923436835389e-06	GTEx
ENSG00000015413.9	DPEP1	Liver	3.2564866014461933e-06	GTEx
ENSG00000131165.14	CHMP1A	Liver	0.0005579753296469588	GTEx
ENSG00000167523.13	SPATA33	Liver	2.3224159931943855e-05	GTEx
ENSG00000185324.21	CDK10	Liver	0.0005982135261590811	GTEx
ENSG00000260259.1	LINC02166	Liver	3.478519778817525e-05	GTEx
ENSG00000275734.1	RP11-368I7.6	Liver	1.8664398128455977e-05	GTEx
ENSG00000158792.15	SPATA2L	Liver	0.00012933219906422798	GTEx
ENSG00000075399.13	VPS9D1	Liver	0.00031901318587834965	GTEx
ENSG00000261373.1	VPS9D1-AS1	Liver	3.5031901318587837e-05	GTEx
ENSG00000158805.11	ZNF276	Liver	0.0001530752871118673	GTEx
ENSG00000187741.14	FANCA	Liver	2.2033177371331348e-05	GTEx
ENSG00000204991.10	SPIRE2	Liver	5.247979583156104e-05	GTEx
ENSG00000141002.19	TCF25	Liver	0.00041675882603147595	GTEx
ENSG00000258839.3	MC1R	Liver	2.1820501914079113e-05	GTEx
ENSG00000258947.6	TUBB3	Liver	2.3011484474691618e-06	GTEx
ENSG00000259006.1	RP11-566K11.4	Liver	0.0	GTEx
ENSG00000140995.16	DEF8	Liver	0.00016898341131433434	GTEx
ENSG00000177946.5	CENPBD1	Liver	5.989791578051893e-05	GTEx
ENSG00000261317.1	RP11-566K11.5	Liver	0.0	GTEx
ENSG00000223959.8	AFG3L1P	Liver	0.00012220331773713314	GTEx
ENSG00000003249.13	DBNDD1	Liver	2.9298170991067632e-05	GTEx
ENSG00000141013.16	GAS8	Liver	5.059123777116121e-05	GTEx
ENSG00000221819.5	GAS8-AS1	Liver	3.544874521480221e-06	GTEx
ENSG00000222019.7	URAHP	Liver	7.954912803062525e-05	GTEx
ENSG00000126856.13	PRDM7	Liver	1.7584006805614632e-07	GTEx
ENSG00000261812.6	TUBB8P7	Liver	3.45810293492131e-07	GTEx
ENSG00000260528.4	FAM157C	Liver	3.54572522330923e-06	GTEx
ENSG00000260507.1	RP11-356C4.3	Liver	0.0	GTEx
ENSG00000261172.1	RP11-356C4.5	Liver	7.242024670353041e-06	GTEx
ENSG00000222359.1	RNU6-355P	Liver	0.0	GTEx
ENSG00000260923.6	LINC02193	Liver	4.193960017014036e-06	GTEx
ENSG00000277349.1	RP11-356C4.6	Liver	2.604849000425351e-07	GTEx
ENSG00000280279.1	RP11-1228E12.1	Liver	1.3946405784772438e-06	GTEx
ENSG00000280136.2	RP11-1228E12.2	Liver	0.0	GTEx
ENSG00000277613.1	U6	Liver	0.0	GTEx
ENSG00000268320.3	SCGB1C2	Liver	0.0	GTEx
ENSG00000272636.3	DOC2B	Liver	5.348362398979158e-06	GTEx
ENSG00000273172.1	LINC02091	Liver	0.0	GTEx
ENSG00000181031.15	RPH3AL	Liver	0.00010209272649936197	GTEx
ENSG00000262920.5	RP11-1260E13.1	Liver	9.296469587409612e-06	GTEx
ENSG00000262061.5	RP11-1260E13.4	Liver	1.0851552530837942e-05	GTEx
ENSG00000262558.1	RP11-1260E13.3	Liver	2.5214802211824756e-05	GTEx
ENSG00000262294.1	RP11-1260E13.2	Liver	8.997873245427477e-05	GTEx
ENSG00000241525.4	AC108004.3	Liver	0.0	GTEx
ENSG00000187624.8	C17orf97	Liver	1.1527860484900042e-05	GTEx
ENSG00000183688.4	RFLNB	Liver	3.2045937898766486e-05	GTEx
ENSG00000263015.1	RP5-1029F21.3	Liver	0.0	GTEx
ENSG00000141252.19	VPS53	Liver	4.532539344959591e-05	GTEx
ENSG00000263300.1	RP5-1029F21.4	Liver	9.865589111016587e-07	GTEx
ENSG00000262905.1	RP5-1029F21.2	Liver	6.9672479795831556e-06	GTEx
ENSG00000262708.1	RP11-411G7.2	Liver	0.0	GTEx
ENSG00000244097.1	RPS4XP17	Liver	1.963419821352616e-06	GTEx
ENSG00000167695.14	FAM57A	Liver	2.0229689493832413e-05	GTEx
ENSG00000179409.10	GEMIN4	Liver	7.143343258188004e-05	GTEx
ENSG00000231784.8	DBIL5P	Liver	1.3253083794130159e-06	GTEx
ENSG00000167699.13	GLOD4	Liver	0.0003908124202467035	GTEx
ENSG00000262228.2	RP11-676J12.4	Liver	5.007230965546576e-06	GTEx
ENSG00000171861.10	MRM3	Liver	0.0002953636750319013	GTEx
ENSG00000262434.1	RP11-676J12.8	Liver	4.503615482773288e-06	GTEx
ENSG00000277491.1	RP11-676J12.9	Liver	4.769034453424075e-06	GTEx
ENSG00000167693.16	NXN	Liver	6.628668651637601e-05	GTEx
ENSG00000262133.1	RP11-676J12.6	Liver	0.0	GTEx
ENSG00000262003.1	RP11-676J12.7	Liver	4.833687792428754e-05	GTEx
ENSG00000263017.1	RP11-356I18.1	Liver	0.0	GTEx
ENSG00000177370.4	TIMM22	Liver	7.937048064653339e-05	GTEx
ENSG00000159842.14	ABR	Liver	3.2411739685240323e-05	GTEx
ENSG00000264429.1	MIR3183	Liver	0.0	GTEx
ENSG00000278794.1	Metazoa_SRP	Liver	0.0	GTEx
ENSG00000275997.1	RP11-216P6.2	Liver	0.0	GTEx
ENSG00000235361.1	AC016292.1	Liver	0.0	GTEx
ENSG00000262213.1	AC144836.1	Liver	0.0	GTEx
ENSG00000205899.3	BHLHA9	Liver	9.653764355593364e-07	GTEx
ENSG00000184811.3	TUSC5	Liver	5.327094853253935e-07	GTEx
ENSG00000108953.16	YWHAE	Liver	0.0018068906848149723	GTEx
ENSG00000280408.1	RP11-818O24.2	Liver	3.1782220331773713e-06	GTEx
ENSG00000167193.7	CRK	Liver	0.0004303700552956189	GTEx
ENSG00000262777.1	RP11-818O24.3	Liver	6.139515099957465e-06	GTEx
ENSG00000197879.14	MYO1C	Liver	0.00035278604849000423	GTEx
ENSG00000132376.19	INPP5K	Liver	0.00016550404083368777	GTEx
ENSG00000236618.2	PITPNA-AS1	Liver	6.039132284134411e-05	GTEx
ENSG00000174238.14	PITPNA	Liver	0.0003909825606125053	GTEx
ENSG00000167703.14	SLC43A2	Liver	1.3128030625265845e-05	GTEx
ENSG00000243704.3	RN7SL105P	Liver	0.0	GTEx
ENSG00000074660.15	SCARF1	Liver	0.00013600170140365802	GTEx
ENSG00000167705.11	RILP	Liver	0.00038136962994470436	GTEx
ENSG00000174231.16	PRPF8	Liver	0.0004860059549128031	GTEx
ENSG00000277597.1	RP11-961A15.3	Liver	8.272224585282857e-06	GTEx
ENSG00000185561.9	TLCD2	Liver	7.343258188005104e-05	GTEx
ENSG00000186594.14	MIR22HG	Liver	0.00022883879200340278	GTEx
ENSG00000167716.18	WDR81	Liver	0.00021590812420246703	GTEx
ENSG00000167711.13	SERPINF2	Liver	0.019038706933219907	GTEx
ENSG00000132386.10	SERPINF1	Liver	0.004759676733304977	GTEx
ENSG00000186532.11	SMYD4	Liver	4.376010208421948e-05	GTEx
ENSG00000132383.11	RPA1	Liver	0.00014293492131008082	GTEx
ENSG00000108958.4	AC016292.3	Liver	5.6333475116971505e-06	GTEx
ENSG00000185924.6	RTN4RL1	Liver	2.4321565291365377e-05	GTEx
ENSG00000262445.3	CTD-2545H1.2	Liver	4.4687367077839216e-05	GTEx
ENSG00000228133.2	AC099684.1	Liver	1.1317737133134836e-05	GTEx
ENSG00000262869.1	CTD-2545H1.1	Liver	0.0	GTEx
ENSG00000108963.17	DPH1	Liver	0.0002781794980859209	GTEx
ENSG00000263050.1	RP11-667K14.3	Liver	9.920034028073162e-06	GTEx
ENSG00000267200.1	MIR132	Liver	0.0	GTEx
ENSG00000267195.1	MIR212	Liver	0.0	GTEx
ENSG00000177374.12	HIC1	Liver	3.0735857082092726e-05	GTEx
ENSG00000070366.13	SMG6	Liver	2.7358570820927267e-05	GTEx
ENSG00000280333.1	RP11-667K14.14	Liver	0.0	GTEx
ENSG00000262810.1	RP11-667K14.5	Liver	0.0	GTEx
ENSG00000279040.1	RP11-667K14.13	Liver	0.0	GTEx
ENSG00000279562.1	RP11-667K14.10	Liver	0.0	GTEx
ENSG00000279340.1	RP11-667K14.9	Liver	0.0	GTEx
ENSG00000262402.1	RP11-667K14.8	Liver	0.0	GTEx
ENSG00000265777.2	RN7SL624P	Liver	0.0	GTEx
ENSG00000236838.2	AC090617.1	Liver	0.0	GTEx
ENSG00000236457.1	AC130689.5	Liver	0.0	GTEx
ENSG00000225084.1	AL450226.2	Liver	0.0	GTEx
