id	kind	layer	name
REACTOME:R-BTA-9634635	Pathway	pathway	REACTOME:R-BTA-9634635
REACTOME:R-BTA-9634638	Pathway	pathway	REACTOME:R-BTA-9634638
REACTOME:R-BTA-901032	Pathway	pathway	REACTOME:R-BTA-901032
REACTOME:R-BTA-8980692	Pathway	pathway	REACTOME:R-BTA-8980692
REACTOME:R-BTA-9013106	Pathway	pathway	REACTOME:R-BTA-9013106
REACTOME:R-BTA-9013148	Pathway	pathway	REACTOME:R-BTA-9013148
REACTOME:R-BTA-9013149	Pathway	pathway	REACTOME:R-BTA-9013149
REACTOME:R-BTA-9013404	Pathway	pathway	REACTOME:R-BTA-9013404
REACTOME:R-BTA-9013405	Pathway	pathway	REACTOME:R-BTA-9013405
REACTOME:R-BTA-9013406	Pathway	pathway	REACTOME:R-BTA-9013406
REACTOME:R-BTA-9013407	Pathway	pathway	REACTOME:R-BTA-9013407
REACTOME:R-BTA-9013408	Pathway	pathway	REACTOME:R-BTA-9013408
REACTOME:R-BTA-9013409	Pathway	pathway	REACTOME:R-BTA-9013409
REACTOME:R-BTA-9013420	Pathway	pathway	REACTOME:R-BTA-9013420
REACTOME:R-BTA-9013423	Pathway	pathway	REACTOME:R-BTA-9013423
REACTOME:R-BTA-9013424	Pathway	pathway	REACTOME:R-BTA-9013424
REACTOME:R-BTA-9035034	Pathway	pathway	REACTOME:R-BTA-9035034
REACTOME:R-BTA-9696264	Pathway	pathway	REACTOME:R-BTA-9696264
REACTOME:R-BTA-9696270	Pathway	pathway	REACTOME:R-BTA-9696270
REACTOME:R-BTA-9696273	Pathway	pathway	REACTOME:R-BTA-9696273
REACTOME:R-BTA-9706574	Pathway	pathway	REACTOME:R-BTA-9706574
REACTOME:R-BTA-9013700	Pathway	pathway	REACTOME:R-BTA-9013700
REACTOME:R-BTA-9018677	Pathway	pathway	REACTOME:R-BTA-9018677
REACTOME:R-BTA-9018676	Pathway	pathway	REACTOME:R-BTA-9018676
REACTOME:R-BTA-9018681	Pathway	pathway	REACTOME:R-BTA-9018681
REACTOME:R-BTA-9018682	Pathway	pathway	REACTOME:R-BTA-9018682
REACTOME:R-BTA-9020265	Pathway	pathway	REACTOME:R-BTA-9020265
REACTOME:R-BTA-9026395	Pathway	pathway	REACTOME:R-BTA-9026395
REACTOME:R-BTA-2142700	Pathway	pathway	REACTOME:R-BTA-2142700
REACTOME:R-BTA-9018679	Pathway	pathway	REACTOME:R-BTA-9018679
REACTOME:R-BTA-9018683	Pathway	pathway	REACTOME:R-BTA-9018683
REACTOME:R-BTA-9027604	Pathway	pathway	REACTOME:R-BTA-9027604
REACTOME:R-BTA-9018896	Pathway	pathway	REACTOME:R-BTA-9018896
REACTOME:R-BTA-9023661	Pathway	pathway	REACTOME:R-BTA-9023661
REACTOME:R-BTA-9027307	Pathway	pathway	REACTOME:R-BTA-9027307
REACTOME:R-BTA-9025094	Pathway	pathway	REACTOME:R-BTA-9025094
REACTOME:R-BTA-9025106	Pathway	pathway	REACTOME:R-BTA-9025106
REACTOME:R-BTA-9029569	Pathway	pathway	REACTOME:R-BTA-9029569
REACTOME:R-BTA-9623433	Pathway	pathway	REACTOME:R-BTA-9623433
REACTOME:R-BTA-9026286	Pathway	pathway	REACTOME:R-BTA-9026286
REACTOME:R-BTA-9026290	Pathway	pathway	REACTOME:R-BTA-9026290
REACTOME:R-BTA-9026403	Pathway	pathway	REACTOME:R-BTA-9026403
REACTOME:R-BTA-9026762	Pathway	pathway	REACTOME:R-BTA-9026762
REACTOME:R-BTA-9026766	Pathway	pathway	REACTOME:R-BTA-9026766
REACTOME:R-BTA-9032759	Pathway	pathway	REACTOME:R-BTA-9032759
REACTOME:R-BTA-9033241	Pathway	pathway	REACTOME:R-BTA-9033241
REACTOME:R-BTA-9033500	Pathway	pathway	REACTOME:R-BTA-9033500
REACTOME:R-BTA-9033807	Pathway	pathway	REACTOME:R-BTA-9033807
REACTOME:R-BTA-9037629	Pathway	pathway	REACTOME:R-BTA-9037629
REACTOME:R-BTA-9034013	Pathway	pathway	REACTOME:R-BTA-9034013
REACTOME:R-BTA-9034793	Pathway	pathway	REACTOME:R-BTA-9034793
REACTOME:R-BTA-9603381	Pathway	pathway	REACTOME:R-BTA-9603381
REACTOME:R-BTA-167060	Pathway	pathway	REACTOME:R-BTA-167060
REACTOME:R-BTA-909733	Pathway	pathway	REACTOME:R-BTA-909733
REACTOME:R-BTA-912694	Pathway	pathway	REACTOME:R-BTA-912694
REACTOME:R-BTA-9909505	Pathway	pathway	REACTOME:R-BTA-9909505
REACTOME:R-BTA-977068	Pathway	pathway	REACTOME:R-BTA-977068
REACTOME:R-BTA-917977	Pathway	pathway	REACTOME:R-BTA-917977
REACTOME:R-BTA-975956	Pathway	pathway	REACTOME:R-BTA-975956
REACTOME:R-BTA-975957	Pathway	pathway	REACTOME:R-BTA-975957
REACTOME:R-BTA-936964	Pathway	pathway	REACTOME:R-BTA-936964
REACTOME:R-BTA-9824878	Pathway	pathway	REACTOME:R-BTA-9824878
REACTOME:R-BTA-2562578	Pathway	pathway	REACTOME:R-BTA-2562578
REACTOME:R-BTA-937041	Pathway	pathway	REACTOME:R-BTA-937041
REACTOME:R-BTA-937072	Pathway	pathway	REACTOME:R-BTA-937072
REACTOME:R-BTA-964739	Pathway	pathway	REACTOME:R-BTA-964739
REACTOME:R-BTA-975576	Pathway	pathway	REACTOME:R-BTA-975576
REACTOME:R-BTA-9706369	Pathway	pathway	REACTOME:R-BTA-9706369
REACTOME:R-BTA-9706374	Pathway	pathway	REACTOME:R-BTA-9706374
REACTOME:R-BTA-9609507	Pathway	pathway	REACTOME:R-BTA-9609507
REACTOME:R-BTA-1268020	Pathway	pathway	REACTOME:R-BTA-1268020
REACTOME:R-BTA-9603798	Pathway	pathway	REACTOME:R-BTA-9603798
REACTOME:R-BTA-9609523	Pathway	pathway	REACTOME:R-BTA-9609523
REACTOME:R-BTA-9612973	Pathway	pathway	REACTOME:R-BTA-9612973
REACTOME:R-BTA-9614399	Pathway	pathway	REACTOME:R-BTA-9614399
REACTOME:R-BTA-9615017	Pathway	pathway	REACTOME:R-BTA-9615017
REACTOME:R-BTA-9617629	Pathway	pathway	REACTOME:R-BTA-9617629
REACTOME:R-BTA-9617828	Pathway	pathway	REACTOME:R-BTA-9617828
REACTOME:R-BTA-9768919	Pathway	pathway	REACTOME:R-BTA-9768919
REACTOME:R-BTA-964827	Pathway	pathway	REACTOME:R-BTA-964827
REACTOME:R-BTA-9646399	Pathway	pathway	REACTOME:R-BTA-9646399
REACTOME:R-BTA-9664873	Pathway	pathway	REACTOME:R-BTA-9664873
REACTOME:R-BTA-9705462	Pathway	pathway	REACTOME:R-BTA-9705462
REACTOME:R-BTA-9619665	Pathway	pathway	REACTOME:R-BTA-9619665
REACTOME:R-BTA-9013418	Pathway	pathway	REACTOME:R-BTA-9013418
REACTOME:R-BTA-9013422	Pathway	pathway	REACTOME:R-BTA-9013422
REACTOME:R-BTA-9707564	Pathway	pathway	REACTOME:R-BTA-9707564
REACTOME:R-BTA-9707587	Pathway	pathway	REACTOME:R-BTA-9707587
REACTOME:R-BTA-9709957	Pathway	pathway	REACTOME:R-BTA-9709957
REACTOME:R-BTA-381753	Pathway	pathway	REACTOME:R-BTA-381753
REACTOME:R-BTA-9717189	Pathway	pathway	REACTOME:R-BTA-9717189
REACTOME:R-BTA-9639288	Pathway	pathway	REACTOME:R-BTA-9639288
REACTOME:R-BTA-3299685	Pathway	pathway	REACTOME:R-BTA-3299685
REACTOME:R-BTA-9755511	Pathway	pathway	REACTOME:R-BTA-9755511
REACTOME:R-BTA-9715370	Pathway	pathway	REACTOME:R-BTA-9715370
REACTOME:R-BTA-9013419	Pathway	pathway	REACTOME:R-BTA-9013419
REACTOME:R-BTA-9013425	Pathway	pathway	REACTOME:R-BTA-9013425
REACTOME:R-BTA-9706019	Pathway	pathway	REACTOME:R-BTA-9706019
REACTOME:R-BTA-9717207	Pathway	pathway	REACTOME:R-BTA-9717207
REACTOME:R-BTA-9730628	Pathway	pathway	REACTOME:R-BTA-9730628
REACTOME:R-BTA-9856649	Pathway	pathway	REACTOME:R-BTA-9856649
REACTOME:R-BTA-9856651	Pathway	pathway	REACTOME:R-BTA-9856651
REACTOME:R-BTA-9748784	Pathway	pathway	REACTOME:R-BTA-9748784
REACTOME:R-BTA-9748787	Pathway	pathway	REACTOME:R-BTA-9748787
REACTOME:R-BTA-9749641	Pathway	pathway	REACTOME:R-BTA-9749641
REACTOME:R-BTA-9753281	Pathway	pathway	REACTOME:R-BTA-9753281
REACTOME:R-BTA-9754706	Pathway	pathway	REACTOME:R-BTA-9754706
REACTOME:R-BTA-9755088	Pathway	pathway	REACTOME:R-BTA-9755088
REACTOME:R-BTA-9757110	Pathway	pathway	REACTOME:R-BTA-9757110
REACTOME:R-BTA-9793528	Pathway	pathway	REACTOME:R-BTA-9793528
REACTOME:R-BTA-975138	Pathway	pathway	REACTOME:R-BTA-975138
REACTOME:R-BTA-975144	Pathway	pathway	REACTOME:R-BTA-975144
REACTOME:R-BTA-975163	Pathway	pathway	REACTOME:R-BTA-975163
REACTOME:R-BTA-975110	Pathway	pathway	REACTOME:R-BTA-975110
REACTOME:R-BTA-9708530	Pathway	pathway	REACTOME:R-BTA-9708530
REACTOME:R-BTA-9759194	Pathway	pathway	REACTOME:R-BTA-9759194
REACTOME:R-BTA-975574	Pathway	pathway	REACTOME:R-BTA-975574
REACTOME:R-BTA-975577	Pathway	pathway	REACTOME:R-BTA-975577
REACTOME:R-BTA-975578	Pathway	pathway	REACTOME:R-BTA-975578
REACTOME:R-BTA-9834899	Pathway	pathway	REACTOME:R-BTA-9834899
REACTOME:R-BTA-9762114	Pathway	pathway	REACTOME:R-BTA-9762114
REACTOME:R-BTA-9818027	Pathway	pathway	REACTOME:R-BTA-9818027
REACTOME:R-BTA-9759475	Pathway	pathway	REACTOME:R-BTA-9759475
REACTOME:R-BTA-9762292	Pathway	pathway	REACTOME:R-BTA-9762292
REACTOME:R-BTA-9762293	Pathway	pathway	REACTOME:R-BTA-9762293
REACTOME:R-BTA-9764260	Pathway	pathway	REACTOME:R-BTA-9764260
REACTOME:R-BTA-9764274	Pathway	pathway	REACTOME:R-BTA-9764274
REACTOME:R-BTA-9764265	Pathway	pathway	REACTOME:R-BTA-9764265
REACTOME:R-BTA-9764560	Pathway	pathway	REACTOME:R-BTA-9764560
REACTOME:R-BTA-9764561	Pathway	pathway	REACTOME:R-BTA-9764561
REACTOME:R-BTA-9768727	Pathway	pathway	REACTOME:R-BTA-9768727
REACTOME:R-BTA-9764725	Pathway	pathway	REACTOME:R-BTA-9764725
REACTOME:R-BTA-9766229	Pathway	pathway	REACTOME:R-BTA-9766229
REACTOME:R-BTA-977444	Pathway	pathway	REACTOME:R-BTA-977444
REACTOME:R-BTA-991365	Pathway	pathway	REACTOME:R-BTA-991365
REACTOME:R-BTA-9818564	Pathway	pathway	REACTOME:R-BTA-9818564
REACTOME:R-BTA-9851695	Pathway	pathway	REACTOME:R-BTA-9851695
REACTOME:R-BTA-983168	Pathway	pathway	REACTOME:R-BTA-983168
REACTOME:R-BTA-983170	Pathway	pathway	REACTOME:R-BTA-983170
REACTOME:R-BTA-9912633	Pathway	pathway	REACTOME:R-BTA-9912633
REACTOME:R-BTA-983189	Pathway	pathway	REACTOME:R-BTA-983189
REACTOME:R-BTA-5690714	Pathway	pathway	REACTOME:R-BTA-5690714
REACTOME:R-BTA-983695	Pathway	pathway	REACTOME:R-BTA-983695
REACTOME:R-BTA-936837	Pathway	pathway	REACTOME:R-BTA-936837
REACTOME:R-BTA-9839383	Pathway	pathway	REACTOME:R-BTA-9839383
REACTOME:R-BTA-9839389	Pathway	pathway	REACTOME:R-BTA-9839389
REACTOME:R-BTA-9839397	Pathway	pathway	REACTOME:R-BTA-9839397
REACTOME:R-BTA-9839406	Pathway	pathway	REACTOME:R-BTA-9839406
REACTOME:R-BTA-9843940	Pathway	pathway	REACTOME:R-BTA-9843940
REACTOME:R-BTA-9843970	Pathway	pathway	REACTOME:R-BTA-9843970
REACTOME:R-BTA-381340	Pathway	pathway	REACTOME:R-BTA-381340
REACTOME:R-BTA-9841922	Pathway	pathway	REACTOME:R-BTA-9841922
REACTOME:R-BTA-9860931	Pathway	pathway	REACTOME:R-BTA-9860931
REACTOME:R-BTA-9824585	Pathway	pathway	REACTOME:R-BTA-9824585
REACTOME:R-BTA-9824594	Pathway	pathway	REACTOME:R-BTA-9824594
REACTOME:R-BTA-9825892	Pathway	pathway	REACTOME:R-BTA-9825892
REACTOME:R-BTA-9856530	Pathway	pathway	REACTOME:R-BTA-9856530
REACTOME:R-BTA-9860927	Pathway	pathway	REACTOME:R-BTA-9860927
REACTOME:R-BTA-204174	Pathway	pathway	REACTOME:R-BTA-204174
REACTOME:R-BTA-9909396	Pathway	pathway	REACTOME:R-BTA-9909396
REACTOME:R-BTA-9932298	Pathway	pathway	REACTOME:R-BTA-9932298
REACTOME:R-BTA-997272	Pathway	pathway	REACTOME:R-BTA-997272
REACTOME:R-BTA-9772755	Pathway	pathway	REACTOME:R-BTA-9772755
REACTOME:R-BTA-9932451	Pathway	pathway	REACTOME:R-BTA-9932451
REACTOME:R-BTA-9933937	Pathway	pathway	REACTOME:R-BTA-9933937
REACTOME:R-BTA-9933939	Pathway	pathway	REACTOME:R-BTA-9933939
REACTOME:R-BTA-9933946	Pathway	pathway	REACTOME:R-BTA-9933946
REACTOME:R-BTA-9933947	Pathway	pathway	REACTOME:R-BTA-9933947
REACTOME:R-BTA-9934037	Pathway	pathway	REACTOME:R-BTA-9934037
REACTOME:R-CEL-109581	Pathway	pathway	REACTOME:R-CEL-109581
REACTOME:R-CEL-109606	Pathway	pathway	REACTOME:R-CEL-109606
REACTOME:R-CEL-5357769	Pathway	pathway	REACTOME:R-CEL-5357769
REACTOME:R-CEL-75153	Pathway	pathway	REACTOME:R-CEL-75153
REACTOME:R-CEL-109582	Pathway	pathway	REACTOME:R-CEL-109582
REACTOME:R-CEL-140877	Pathway	pathway	REACTOME:R-CEL-140877
REACTOME:R-CEL-202733	Pathway	pathway	REACTOME:R-CEL-202733
REACTOME:R-CEL-418346	Pathway	pathway	REACTOME:R-CEL-418346
REACTOME:R-CEL-75205	Pathway	pathway	REACTOME:R-CEL-75205
REACTOME:R-CEL-76002	Pathway	pathway	REACTOME:R-CEL-76002
REACTOME:R-CEL-983231	Pathway	pathway	REACTOME:R-CEL-983231
REACTOME:R-CEL-111453	Pathway	pathway	REACTOME:R-CEL-111453
REACTOME:R-CEL-111471	Pathway	pathway	REACTOME:R-CEL-111471
REACTOME:R-CEL-109703	Pathway	pathway	REACTOME:R-CEL-109703
REACTOME:R-CEL-165160	Pathway	pathway	REACTOME:R-CEL-165160
REACTOME:R-CEL-109704	Pathway	pathway	REACTOME:R-CEL-109704
REACTOME:R-CEL-165158	Pathway	pathway	REACTOME:R-CEL-165158
REACTOME:R-CEL-110313	Pathway	pathway	REACTOME:R-CEL-110313
REACTOME:R-CEL-110312	Pathway	pathway	REACTOME:R-CEL-110312
REACTOME:R-CEL-110320	Pathway	pathway	REACTOME:R-CEL-110320
REACTOME:R-CEL-5655862	Pathway	pathway	REACTOME:R-CEL-5655862
REACTOME:R-CEL-5656121	Pathway	pathway	REACTOME:R-CEL-5656121
REACTOME:R-CEL-5656169	Pathway	pathway	REACTOME:R-CEL-5656169
REACTOME:R-CEL-110373	Pathway	pathway	REACTOME:R-CEL-110373
REACTOME:R-CEL-5651801	Pathway	pathway	REACTOME:R-CEL-5651801
REACTOME:R-CEL-111465	Pathway	pathway	REACTOME:R-CEL-111465
REACTOME:R-CEL-264870	Pathway	pathway	REACTOME:R-CEL-264870
REACTOME:R-CEL-351906	Pathway	pathway	REACTOME:R-CEL-351906
REACTOME:R-CEL-111457	Pathway	pathway	REACTOME:R-CEL-111457
REACTOME:R-CEL-111885	Pathway	pathway	REACTOME:R-CEL-111885
REACTOME:R-CEL-112040	Pathway	pathway	REACTOME:R-CEL-112040
REACTOME:R-CEL-180024	Pathway	pathway	REACTOME:R-CEL-180024
REACTOME:R-CEL-202040	Pathway	pathway	REACTOME:R-CEL-202040
REACTOME:R-CEL-111931	Pathway	pathway	REACTOME:R-CEL-111931
REACTOME:R-CEL-163615	Pathway	pathway	REACTOME:R-CEL-163615
REACTOME:R-CEL-111933	Pathway	pathway	REACTOME:R-CEL-111933
REACTOME:R-CEL-111932	Pathway	pathway	REACTOME:R-CEL-111932
REACTOME:R-CEL-111957	Pathway	pathway	REACTOME:R-CEL-111957
REACTOME:R-CEL-111996	Pathway	pathway	REACTOME:R-CEL-111996
REACTOME:R-CEL-111997	Pathway	pathway	REACTOME:R-CEL-111997
REACTOME:R-CEL-112043	Pathway	pathway	REACTOME:R-CEL-112043
REACTOME:R-CEL-170660	Pathway	pathway	REACTOME:R-CEL-170660
REACTOME:R-CEL-170670	Pathway	pathway	REACTOME:R-CEL-170670
REACTOME:R-CEL-112310	Pathway	pathway	REACTOME:R-CEL-112310
REACTOME:R-CEL-181429	Pathway	pathway	REACTOME:R-CEL-181429
REACTOME:R-CEL-181430	Pathway	pathway	REACTOME:R-CEL-181430
REACTOME:R-CEL-210500	Pathway	pathway	REACTOME:R-CEL-210500
REACTOME:R-CEL-212676	Pathway	pathway	REACTOME:R-CEL-212676
REACTOME:R-CEL-264642	Pathway	pathway	REACTOME:R-CEL-264642
REACTOME:R-CEL-888590	Pathway	pathway	REACTOME:R-CEL-888590
REACTOME:R-CEL-112311	Pathway	pathway	REACTOME:R-CEL-112311
REACTOME:R-CEL-379401	Pathway	pathway	REACTOME:R-CEL-379401
REACTOME:R-CEL-380615	Pathway	pathway	REACTOME:R-CEL-380615
REACTOME:R-CEL-112313	Pathway	pathway	REACTOME:R-CEL-112313
REACTOME:R-CEL-210455	Pathway	pathway	REACTOME:R-CEL-210455
REACTOME:R-CEL-112314	Pathway	pathway	REACTOME:R-CEL-112314
REACTOME:R-CEL-181431	Pathway	pathway	REACTOME:R-CEL-181431
REACTOME:R-CEL-399721	Pathway	pathway	REACTOME:R-CEL-399721
REACTOME:R-CEL-442755	Pathway	pathway	REACTOME:R-CEL-442755
REACTOME:R-CEL-451326	Pathway	pathway	REACTOME:R-CEL-451326
REACTOME:R-CEL-977443	Pathway	pathway	REACTOME:R-CEL-977443
REACTOME:R-CEL-112315	Pathway	pathway	REACTOME:R-CEL-112315
REACTOME:R-CEL-112308	Pathway	pathway	REACTOME:R-CEL-112308
REACTOME:R-CEL-112316	Pathway	pathway	REACTOME:R-CEL-112316
REACTOME:R-CEL-1296071	Pathway	pathway	REACTOME:R-CEL-1296071
REACTOME:R-CEL-6794362	Pathway	pathway	REACTOME:R-CEL-6794362
REACTOME:R-CEL-112399	Pathway	pathway	REACTOME:R-CEL-112399
REACTOME:R-CEL-112409	Pathway	pathway	REACTOME:R-CEL-112409
REACTOME:R-CEL-110056	Pathway	pathway	REACTOME:R-CEL-110056
REACTOME:R-CEL-112411	Pathway	pathway	REACTOME:R-CEL-112411
REACTOME:R-CEL-113510	Pathway	pathway	REACTOME:R-CEL-113510
REACTOME:R-CEL-113501	Pathway	pathway	REACTOME:R-CEL-113501
REACTOME:R-CEL-114508	Pathway	pathway	REACTOME:R-CEL-114508
REACTOME:R-CEL-426048	Pathway	pathway	REACTOME:R-CEL-426048
REACTOME:R-CEL-1168372	Pathway	pathway	REACTOME:R-CEL-1168372
REACTOME:R-CEL-1169091	Pathway	pathway	REACTOME:R-CEL-1169091
REACTOME:R-CEL-1169092	Pathway	pathway	REACTOME:R-CEL-1169092
REACTOME:R-CEL-2025928	Pathway	pathway	REACTOME:R-CEL-2025928
REACTOME:R-CEL-1169410	Pathway	pathway	REACTOME:R-CEL-1169410
REACTOME:R-CEL-1169408	Pathway	pathway	REACTOME:R-CEL-1169408
REACTOME:R-CEL-8983711	Pathway	pathway	REACTOME:R-CEL-8983711
REACTOME:R-CEL-9833482	Pathway	pathway	REACTOME:R-CEL-9833482
REACTOME:R-CEL-1187000	Pathway	pathway	REACTOME:R-CEL-1187000
REACTOME:R-CEL-1300642	Pathway	pathway	REACTOME:R-CEL-1300642
REACTOME:R-CEL-2534343	Pathway	pathway	REACTOME:R-CEL-2534343
REACTOME:R-CEL-1222556	Pathway	pathway	REACTOME:R-CEL-1222556
REACTOME:R-CEL-8941413	Pathway	pathway	REACTOME:R-CEL-8941413
REACTOME:R-CEL-1227986	Pathway	pathway	REACTOME:R-CEL-1227986
REACTOME:R-CEL-1250196	Pathway	pathway	REACTOME:R-CEL-1250196
REACTOME:R-CEL-1963640	Pathway	pathway	REACTOME:R-CEL-1963640
REACTOME:R-CEL-1963642	Pathway	pathway	REACTOME:R-CEL-1963642
REACTOME:R-CEL-6785631	Pathway	pathway	REACTOME:R-CEL-6785631
REACTOME:R-CEL-8847993	Pathway	pathway	REACTOME:R-CEL-8847993
REACTOME:R-CEL-8863795	Pathway	pathway	REACTOME:R-CEL-8863795
REACTOME:R-CEL-9652282	Pathway	pathway	REACTOME:R-CEL-9652282
REACTOME:R-CEL-1234174	Pathway	pathway	REACTOME:R-CEL-1234174
REACTOME:R-CEL-1234158	Pathway	pathway	REACTOME:R-CEL-1234158
REACTOME:R-CEL-1234176	Pathway	pathway	REACTOME:R-CEL-1234176
REACTOME:R-CEL-1236394	Pathway	pathway	REACTOME:R-CEL-1236394
REACTOME:R-CEL-1250342	Pathway	pathway	REACTOME:R-CEL-1250342
REACTOME:R-CEL-1251985	Pathway	pathway	REACTOME:R-CEL-1251985
REACTOME:R-CEL-1253288	Pathway	pathway	REACTOME:R-CEL-1253288
REACTOME:R-CEL-1236975	Pathway	pathway	REACTOME:R-CEL-1236975
REACTOME:R-CEL-1236973	Pathway	pathway	REACTOME:R-CEL-1236973
REACTOME:R-CEL-1236974	Pathway	pathway	REACTOME:R-CEL-1236974
REACTOME:R-CEL-1236978	Pathway	pathway	REACTOME:R-CEL-1236978
REACTOME:R-CEL-1257604	Pathway	pathway	REACTOME:R-CEL-1257604
REACTOME:R-CEL-198323	Pathway	pathway	REACTOME:R-CEL-198323
REACTOME:R-CEL-198693	Pathway	pathway	REACTOME:R-CEL-198693
REACTOME:R-CEL-199418	Pathway	pathway	REACTOME:R-CEL-199418
REACTOME:R-CEL-6807070	Pathway	pathway	REACTOME:R-CEL-6807070
REACTOME:R-CEL-1266738	Pathway	pathway	REACTOME:R-CEL-1266738
REACTOME:R-CEL-1181150	Pathway	pathway	REACTOME:R-CEL-1181150
REACTOME:R-CEL-186712	Pathway	pathway	REACTOME:R-CEL-186712
REACTOME:R-CEL-525793	Pathway	pathway	REACTOME:R-CEL-525793
REACTOME:R-CEL-6805567	Pathway	pathway	REACTOME:R-CEL-6805567
REACTOME:R-CEL-9616222	Pathway	pathway	REACTOME:R-CEL-9616222
REACTOME:R-CEL-9675108	Pathway	pathway	REACTOME:R-CEL-9675108
REACTOME:R-CEL-9730414	Pathway	pathway	REACTOME:R-CEL-9730414
REACTOME:R-CEL-9758941	Pathway	pathway	REACTOME:R-CEL-9758941
REACTOME:R-CEL-9843745	Pathway	pathway	REACTOME:R-CEL-9843745
REACTOME:R-CEL-1280215	Pathway	pathway	REACTOME:R-CEL-1280215
REACTOME:R-CEL-449147	Pathway	pathway	REACTOME:R-CEL-449147
REACTOME:R-CEL-913531	Pathway	pathway	REACTOME:R-CEL-913531
REACTOME:R-CEL-9607240	Pathway	pathway	REACTOME:R-CEL-9607240
REACTOME:R-CEL-982772	Pathway	pathway	REACTOME:R-CEL-982772
REACTOME:R-CEL-1280218	Pathway	pathway	REACTOME:R-CEL-1280218
REACTOME:R-CEL-198933	Pathway	pathway	REACTOME:R-CEL-198933
REACTOME:R-CEL-202403	Pathway	pathway	REACTOME:R-CEL-202403
REACTOME:R-CEL-2132295	Pathway	pathway	REACTOME:R-CEL-2132295
REACTOME:R-CEL-388841	Pathway	pathway	REACTOME:R-CEL-388841
REACTOME:R-CEL-392517	Pathway	pathway	REACTOME:R-CEL-392517
REACTOME:R-CEL-983169	Pathway	pathway	REACTOME:R-CEL-983169
REACTOME:R-CEL-983705	Pathway	pathway	REACTOME:R-CEL-983705
REACTOME:R-CEL-1296059	Pathway	pathway	REACTOME:R-CEL-1296059
REACTOME:R-CEL-1296041	Pathway	pathway	REACTOME:R-CEL-1296041
REACTOME:R-CEL-1296065	Pathway	pathway	REACTOME:R-CEL-1296065
REACTOME:R-CEL-1296053	Pathway	pathway	REACTOME:R-CEL-1296053
REACTOME:R-CEL-1296067	Pathway	pathway	REACTOME:R-CEL-1296067
REACTOME:R-CEL-1296052	Pathway	pathway	REACTOME:R-CEL-1296052
REACTOME:R-CEL-1296346	Pathway	pathway	REACTOME:R-CEL-1296346
REACTOME:R-CEL-1299287	Pathway	pathway	REACTOME:R-CEL-1299287
REACTOME:R-CEL-1299308	Pathway	pathway	REACTOME:R-CEL-1299308
REACTOME:R-CEL-1299316	Pathway	pathway	REACTOME:R-CEL-1299316
REACTOME:R-CEL-1299344	Pathway	pathway	REACTOME:R-CEL-1299344
REACTOME:R-CEL-1299503	Pathway	pathway	REACTOME:R-CEL-1299503
REACTOME:R-CEL-1362409	Pathway	pathway	REACTOME:R-CEL-1362409
REACTOME:R-CEL-2395516	Pathway	pathway	REACTOME:R-CEL-2395516
REACTOME:R-CEL-140179	Pathway	pathway	REACTOME:R-CEL-140179
REACTOME:R-CEL-141334	Pathway	pathway	REACTOME:R-CEL-141334
REACTOME:R-CEL-140837	Pathway	pathway	REACTOME:R-CEL-140837
REACTOME:R-CEL-140875	Pathway	pathway	REACTOME:R-CEL-140875
REACTOME:R-CEL-141405	Pathway	pathway	REACTOME:R-CEL-141405
REACTOME:R-CEL-141430	Pathway	pathway	REACTOME:R-CEL-141430
REACTOME:R-CEL-1428517	Pathway	pathway	REACTOME:R-CEL-1428517
REACTOME:R-CEL-163210	Pathway	pathway	REACTOME:R-CEL-163210
REACTOME:R-CEL-166187	Pathway	pathway	REACTOME:R-CEL-166187
REACTOME:R-CEL-611105	Pathway	pathway	REACTOME:R-CEL-611105
REACTOME:R-CEL-70268	Pathway	pathway	REACTOME:R-CEL-70268
REACTOME:R-CEL-71403	Pathway	pathway	REACTOME:R-CEL-71403
REACTOME:R-CEL-880009	Pathway	pathway	REACTOME:R-CEL-880009
REACTOME:R-CEL-1430728	Pathway	pathway	REACTOME:R-CEL-1430728
REACTOME:R-CEL-1475029	Pathway	pathway	REACTOME:R-CEL-1475029
REACTOME:R-CEL-1483249	Pathway	pathway	REACTOME:R-CEL-1483249
REACTOME:R-CEL-15869	Pathway	pathway	REACTOME:R-CEL-15869
REACTOME:R-CEL-163685	Pathway	pathway	REACTOME:R-CEL-163685
REACTOME:R-CEL-189445	Pathway	pathway	REACTOME:R-CEL-189445
REACTOME:R-CEL-196854	Pathway	pathway	REACTOME:R-CEL-196854
REACTOME:R-CEL-202131	Pathway	pathway	REACTOME:R-CEL-202131
REACTOME:R-CEL-211859	Pathway	pathway	REACTOME:R-CEL-211859
REACTOME:R-CEL-556833	Pathway	pathway	REACTOME:R-CEL-556833
REACTOME:R-CEL-71291	Pathway	pathway	REACTOME:R-CEL-71291
REACTOME:R-CEL-71387	Pathway	pathway	REACTOME:R-CEL-71387
REACTOME:R-CEL-71737	Pathway	pathway	REACTOME:R-CEL-71737
REACTOME:R-CEL-1433557	Pathway	pathway	REACTOME:R-CEL-1433557
REACTOME:R-CEL-1433559	Pathway	pathway	REACTOME:R-CEL-1433559
REACTOME:R-CEL-1474165	Pathway	pathway	REACTOME:R-CEL-1474165
REACTOME:R-CEL-1474228	Pathway	pathway	REACTOME:R-CEL-1474228
