id	kind	layer	name
REACTOME:R-SSC-977347	Pathway	pathway	REACTOME:R-SSC-977347
REACTOME:R-SSC-71336	Pathway	pathway	REACTOME:R-SSC-71336
REACTOME:R-SSC-73843	Pathway	pathway	REACTOME:R-SSC-73843
REACTOME:R-SSC-5653890	Pathway	pathway	REACTOME:R-SSC-5653890
REACTOME:R-SSC-5661270	Pathway	pathway	REACTOME:R-SSC-5661270
REACTOME:R-SSC-70370	Pathway	pathway	REACTOME:R-SSC-70370
REACTOME:R-SSC-8853383	Pathway	pathway	REACTOME:R-SSC-8853383
REACTOME:R-SSC-8982491	Pathway	pathway	REACTOME:R-SSC-8982491
REACTOME:R-SSC-9033658	Pathway	pathway	REACTOME:R-SSC-9033658
REACTOME:R-SSC-9853506	Pathway	pathway	REACTOME:R-SSC-9853506
REACTOME:R-SSC-9854311	Pathway	pathway	REACTOME:R-SSC-9854311
REACTOME:R-SSC-72172	Pathway	pathway	REACTOME:R-SSC-72172
REACTOME:R-SSC-72163	Pathway	pathway	REACTOME:R-SSC-72163
REACTOME:R-SSC-72165	Pathway	pathway	REACTOME:R-SSC-72165
REACTOME:R-SSC-72200	Pathway	pathway	REACTOME:R-SSC-72200
REACTOME:R-SSC-75094	Pathway	pathway	REACTOME:R-SSC-75094
REACTOME:R-SSC-72202	Pathway	pathway	REACTOME:R-SSC-72202
REACTOME:R-SSC-159236	Pathway	pathway	REACTOME:R-SSC-159236
REACTOME:R-SSC-72203	Pathway	pathway	REACTOME:R-SSC-72203
REACTOME:R-SSC-72187	Pathway	pathway	REACTOME:R-SSC-72187
REACTOME:R-SSC-72306	Pathway	pathway	REACTOME:R-SSC-72306
REACTOME:R-SSC-6782315	Pathway	pathway	REACTOME:R-SSC-6782315
REACTOME:R-SSC-6787450	Pathway	pathway	REACTOME:R-SSC-6787450
REACTOME:R-SSC-72312	Pathway	pathway	REACTOME:R-SSC-72312
REACTOME:R-SSC-8868773	Pathway	pathway	REACTOME:R-SSC-8868773
REACTOME:R-SSC-72613	Pathway	pathway	REACTOME:R-SSC-72613
REACTOME:R-SSC-156827	Pathway	pathway	REACTOME:R-SSC-156827
REACTOME:R-SSC-72737	Pathway	pathway	REACTOME:R-SSC-72737
REACTOME:R-SSC-72662	Pathway	pathway	REACTOME:R-SSC-72662
REACTOME:R-SSC-72649	Pathway	pathway	REACTOME:R-SSC-72649
REACTOME:R-SSC-72689	Pathway	pathway	REACTOME:R-SSC-72689
REACTOME:R-SSC-72695	Pathway	pathway	REACTOME:R-SSC-72695
REACTOME:R-SSC-72702	Pathway	pathway	REACTOME:R-SSC-72702
REACTOME:R-SSC-72706	Pathway	pathway	REACTOME:R-SSC-72706
REACTOME:R-SSC-72731	Pathway	pathway	REACTOME:R-SSC-72731
REACTOME:R-SSC-1799339	Pathway	pathway	REACTOME:R-SSC-1799339
REACTOME:R-SSC-72764	Pathway	pathway	REACTOME:R-SSC-72764
REACTOME:R-SSC-73854	Pathway	pathway	REACTOME:R-SSC-73854
REACTOME:R-SSC-73728	Pathway	pathway	REACTOME:R-SSC-73728
REACTOME:R-SSC-73762	Pathway	pathway	REACTOME:R-SSC-73762
REACTOME:R-SSC-73772	Pathway	pathway	REACTOME:R-SSC-73772
REACTOME:R-SSC-73857	Pathway	pathway	REACTOME:R-SSC-73857
REACTOME:R-SSC-674695	Pathway	pathway	REACTOME:R-SSC-674695
REACTOME:R-SSC-6807505	Pathway	pathway	REACTOME:R-SSC-6807505
REACTOME:R-SSC-73779	Pathway	pathway	REACTOME:R-SSC-73779
REACTOME:R-SSC-73856	Pathway	pathway	REACTOME:R-SSC-73856
REACTOME:R-SSC-75955	Pathway	pathway	REACTOME:R-SSC-75955
REACTOME:R-SSC-76042	Pathway	pathway	REACTOME:R-SSC-76042
REACTOME:R-SSC-77075	Pathway	pathway	REACTOME:R-SSC-77075
REACTOME:R-SSC-73864	Pathway	pathway	REACTOME:R-SSC-73864
REACTOME:R-SSC-73863	Pathway	pathway	REACTOME:R-SSC-73863
REACTOME:R-SSC-73884	Pathway	pathway	REACTOME:R-SSC-73884
REACTOME:R-SSC-73929	Pathway	pathway	REACTOME:R-SSC-73929
REACTOME:R-SSC-73933	Pathway	pathway	REACTOME:R-SSC-73933
REACTOME:R-SSC-774815	Pathway	pathway	REACTOME:R-SSC-774815
REACTOME:R-SSC-75157	Pathway	pathway	REACTOME:R-SSC-75157
REACTOME:R-SSC-75158	Pathway	pathway	REACTOME:R-SSC-75158
REACTOME:R-SSC-75893	Pathway	pathway	REACTOME:R-SSC-75893
REACTOME:R-SSC-73893	Pathway	pathway	REACTOME:R-SSC-73893
REACTOME:R-SSC-110314	Pathway	pathway	REACTOME:R-SSC-110314
REACTOME:R-SSC-73894	Pathway	pathway	REACTOME:R-SSC-73894
REACTOME:R-SSC-6783310	Pathway	pathway	REACTOME:R-SSC-6783310
REACTOME:R-SSC-73942	Pathway	pathway	REACTOME:R-SSC-73942
REACTOME:R-SSC-73927	Pathway	pathway	REACTOME:R-SSC-73927
REACTOME:R-SSC-110330	Pathway	pathway	REACTOME:R-SSC-110330
REACTOME:R-SSC-110331	Pathway	pathway	REACTOME:R-SSC-110331
REACTOME:R-SSC-73928	Pathway	pathway	REACTOME:R-SSC-73928
REACTOME:R-SSC-110328	Pathway	pathway	REACTOME:R-SSC-110328
REACTOME:R-SSC-110329	Pathway	pathway	REACTOME:R-SSC-110329
REACTOME:R-SSC-110357	Pathway	pathway	REACTOME:R-SSC-110357
REACTOME:R-SSC-5649702	Pathway	pathway	REACTOME:R-SSC-5649702
REACTOME:R-SSC-73943	Pathway	pathway	REACTOME:R-SSC-73943
REACTOME:R-SSC-74158	Pathway	pathway	REACTOME:R-SSC-74158
REACTOME:R-SSC-76046	Pathway	pathway	REACTOME:R-SSC-76046
REACTOME:R-SSC-74160	Pathway	pathway	REACTOME:R-SSC-74160
REACTOME:R-SSC-75944	Pathway	pathway	REACTOME:R-SSC-75944
REACTOME:R-SSC-77108	Pathway	pathway	REACTOME:R-SSC-77108
REACTOME:R-SSC-77111	Pathway	pathway	REACTOME:R-SSC-77111
REACTOME:R-SSC-74259	Pathway	pathway	REACTOME:R-SSC-74259
REACTOME:R-SSC-2393930	Pathway	pathway	REACTOME:R-SSC-2393930
REACTOME:R-SSC-74751	Pathway	pathway	REACTOME:R-SSC-74751
REACTOME:R-SSC-74713	Pathway	pathway	REACTOME:R-SSC-74713
REACTOME:R-SSC-74749	Pathway	pathway	REACTOME:R-SSC-74749
REACTOME:R-SSC-74752	Pathway	pathway	REACTOME:R-SSC-74752
REACTOME:R-SSC-77387	Pathway	pathway	REACTOME:R-SSC-77387
REACTOME:R-SSC-75064	Pathway	pathway	REACTOME:R-SSC-75064
REACTOME:R-SSC-75102	Pathway	pathway	REACTOME:R-SSC-75102
REACTOME:R-SSC-77042	Pathway	pathway	REACTOME:R-SSC-77042
REACTOME:R-SSC-75067	Pathway	pathway	REACTOME:R-SSC-75067
REACTOME:R-SSC-111367	Pathway	pathway	REACTOME:R-SSC-111367
REACTOME:R-SSC-77588	Pathway	pathway	REACTOME:R-SSC-77588
REACTOME:R-SSC-77595	Pathway	pathway	REACTOME:R-SSC-77595
REACTOME:R-SSC-75072	Pathway	pathway	REACTOME:R-SSC-75072
REACTOME:R-SSC-75105	Pathway	pathway	REACTOME:R-SSC-75105
REACTOME:R-SSC-75876	Pathway	pathway	REACTOME:R-SSC-75876
REACTOME:R-SSC-140342	Pathway	pathway	REACTOME:R-SSC-140342
REACTOME:R-SSC-5357786	Pathway	pathway	REACTOME:R-SSC-5357786
REACTOME:R-SSC-5357905	Pathway	pathway	REACTOME:R-SSC-5357905
REACTOME:R-SSC-5357956	Pathway	pathway	REACTOME:R-SSC-5357956
REACTOME:R-SSC-5626978	Pathway	pathway	REACTOME:R-SSC-5626978
REACTOME:R-SSC-163282	Pathway	pathway	REACTOME:R-SSC-163282
REACTOME:R-SSC-163316	Pathway	pathway	REACTOME:R-SSC-163316
REACTOME:R-SSC-112382	Pathway	pathway	REACTOME:R-SSC-112382
REACTOME:R-SSC-113418	Pathway	pathway	REACTOME:R-SSC-113418
REACTOME:R-SSC-114604	Pathway	pathway	REACTOME:R-SSC-114604
REACTOME:R-SSC-430116	Pathway	pathway	REACTOME:R-SSC-430116
REACTOME:R-SSC-456926	Pathway	pathway	REACTOME:R-SSC-456926
REACTOME:R-SSC-76005	Pathway	pathway	REACTOME:R-SSC-76005
REACTOME:R-SSC-76009	Pathway	pathway	REACTOME:R-SSC-76009
REACTOME:R-SSC-114516	Pathway	pathway	REACTOME:R-SSC-114516
REACTOME:R-SSC-114608	Pathway	pathway	REACTOME:R-SSC-114608
REACTOME:R-SSC-392023	Pathway	pathway	REACTOME:R-SSC-392023
REACTOME:R-SSC-73776	Pathway	pathway	REACTOME:R-SSC-73776
REACTOME:R-SSC-75953	Pathway	pathway	REACTOME:R-SSC-75953
REACTOME:R-SSC-76061	Pathway	pathway	REACTOME:R-SSC-76061
REACTOME:R-SSC-76066	Pathway	pathway	REACTOME:R-SSC-76066
REACTOME:R-SSC-76071	Pathway	pathway	REACTOME:R-SSC-76071
REACTOME:R-SSC-77286	Pathway	pathway	REACTOME:R-SSC-77286
REACTOME:R-SSC-77285	Pathway	pathway	REACTOME:R-SSC-77285
REACTOME:R-SSC-77305	Pathway	pathway	REACTOME:R-SSC-77305
REACTOME:R-SSC-77310	Pathway	pathway	REACTOME:R-SSC-77310
REACTOME:R-SSC-77346	Pathway	pathway	REACTOME:R-SSC-77346
REACTOME:R-SSC-77348	Pathway	pathway	REACTOME:R-SSC-77348
REACTOME:R-SSC-77350	Pathway	pathway	REACTOME:R-SSC-77350
REACTOME:R-SSC-77352	Pathway	pathway	REACTOME:R-SSC-77352
REACTOME:R-SSC-77289	Pathway	pathway	REACTOME:R-SSC-77289
REACTOME:R-SSC-71032	Pathway	pathway	REACTOME:R-SSC-71032
REACTOME:R-SSC-77288	Pathway	pathway	REACTOME:R-SSC-77288
REACTOME:R-SSC-606279	Pathway	pathway	REACTOME:R-SSC-606279
REACTOME:R-SSC-877300	Pathway	pathway	REACTOME:R-SSC-877300
REACTOME:R-SSC-877312	Pathway	pathway	REACTOME:R-SSC-877312
REACTOME:R-SSC-9732724	Pathway	pathway	REACTOME:R-SSC-9732724
REACTOME:R-SSC-2179392	Pathway	pathway	REACTOME:R-SSC-2179392
REACTOME:R-SSC-8848021	Pathway	pathway	REACTOME:R-SSC-8848021
REACTOME:R-SSC-8849468	Pathway	pathway	REACTOME:R-SSC-8849468
REACTOME:R-SSC-8849469	Pathway	pathway	REACTOME:R-SSC-8849469
REACTOME:R-SSC-8849470	Pathway	pathway	REACTOME:R-SSC-8849470
REACTOME:R-SSC-8849471	Pathway	pathway	REACTOME:R-SSC-8849471
REACTOME:R-SSC-8849472	Pathway	pathway	REACTOME:R-SSC-8849472
REACTOME:R-SSC-8849474	Pathway	pathway	REACTOME:R-SSC-8849474
REACTOME:R-SSC-8857538	Pathway	pathway	REACTOME:R-SSC-8857538
REACTOME:R-SSC-75896	Pathway	pathway	REACTOME:R-SSC-75896
REACTOME:R-SSC-9640463	Pathway	pathway	REACTOME:R-SSC-9640463
REACTOME:R-SSC-8866652	Pathway	pathway	REACTOME:R-SSC-8866652
REACTOME:R-SSC-8866654	Pathway	pathway	REACTOME:R-SSC-8866654
REACTOME:R-SSC-6811434	Pathway	pathway	REACTOME:R-SSC-6811434
REACTOME:R-SSC-6811436	Pathway	pathway	REACTOME:R-SSC-6811436
REACTOME:R-SSC-8856825	Pathway	pathway	REACTOME:R-SSC-8856825
REACTOME:R-SSC-1358803	Pathway	pathway	REACTOME:R-SSC-1358803
REACTOME:R-SSC-8866904	Pathway	pathway	REACTOME:R-SSC-8866904
REACTOME:R-SSC-8866907	Pathway	pathway	REACTOME:R-SSC-8866907
REACTOME:R-SSC-8866910	Pathway	pathway	REACTOME:R-SSC-8866910
REACTOME:R-SSC-8866911	Pathway	pathway	REACTOME:R-SSC-8866911
REACTOME:R-SSC-8869496	Pathway	pathway	REACTOME:R-SSC-8869496
REACTOME:R-SSC-6791226	Pathway	pathway	REACTOME:R-SSC-6791226
REACTOME:R-SSC-8874081	Pathway	pathway	REACTOME:R-SSC-8874081
REACTOME:R-SSC-8875513	Pathway	pathway	REACTOME:R-SSC-8875513
REACTOME:R-SSC-8875555	Pathway	pathway	REACTOME:R-SSC-8875555
REACTOME:R-SSC-8941855	Pathway	pathway	REACTOME:R-SSC-8941855
REACTOME:R-SSC-8941856	Pathway	pathway	REACTOME:R-SSC-8941856
REACTOME:R-SSC-8941858	Pathway	pathway	REACTOME:R-SSC-8941858
REACTOME:R-SSC-8951430	Pathway	pathway	REACTOME:R-SSC-8951430
REACTOME:R-SSC-8951671	Pathway	pathway	REACTOME:R-SSC-8951671
REACTOME:R-SSC-8951936	Pathway	pathway	REACTOME:R-SSC-8951936
REACTOME:R-SSC-8939902	Pathway	pathway	REACTOME:R-SSC-8939902
REACTOME:R-SSC-8941326	Pathway	pathway	REACTOME:R-SSC-8941326
REACTOME:R-SSC-8877330	Pathway	pathway	REACTOME:R-SSC-8877330
REACTOME:R-SSC-8931987	Pathway	pathway	REACTOME:R-SSC-8931987
REACTOME:R-SSC-8934593	Pathway	pathway	REACTOME:R-SSC-8934593
REACTOME:R-SSC-8936459	Pathway	pathway	REACTOME:R-SSC-8936459
REACTOME:R-SSC-8939236	Pathway	pathway	REACTOME:R-SSC-8939236
REACTOME:R-SSC-8939242	Pathway	pathway	REACTOME:R-SSC-8939242
REACTOME:R-SSC-8939243	Pathway	pathway	REACTOME:R-SSC-8939243
REACTOME:R-SSC-8939245	Pathway	pathway	REACTOME:R-SSC-8939245
REACTOME:R-SSC-8939246	Pathway	pathway	REACTOME:R-SSC-8939246
REACTOME:R-SSC-8939247	Pathway	pathway	REACTOME:R-SSC-8939247
REACTOME:R-SSC-888568	Pathway	pathway	REACTOME:R-SSC-888568
REACTOME:R-SSC-888593	Pathway	pathway	REACTOME:R-SSC-888593
REACTOME:R-SSC-916853	Pathway	pathway	REACTOME:R-SSC-916853
REACTOME:R-SSC-8932504	Pathway	pathway	REACTOME:R-SSC-8932504
REACTOME:R-SSC-8932505	Pathway	pathway	REACTOME:R-SSC-8932505
REACTOME:R-SSC-8932506	Pathway	pathway	REACTOME:R-SSC-8932506
REACTOME:R-SSC-9939291	Pathway	pathway	REACTOME:R-SSC-9939291
REACTOME:R-SSC-8935690	Pathway	pathway	REACTOME:R-SSC-8935690
REACTOME:R-SSC-189085	Pathway	pathway	REACTOME:R-SSC-189085
REACTOME:R-SSC-192456	Pathway	pathway	REACTOME:R-SSC-192456
REACTOME:R-SSC-8939211	Pathway	pathway	REACTOME:R-SSC-8939211
REACTOME:R-SSC-9009391	Pathway	pathway	REACTOME:R-SSC-9009391
REACTOME:R-SSC-9018519	Pathway	pathway	REACTOME:R-SSC-9018519
REACTOME:R-SSC-8940973	Pathway	pathway	REACTOME:R-SSC-8940973
REACTOME:R-SSC-8949664	Pathway	pathway	REACTOME:R-SSC-8949664
REACTOME:R-SSC-8953854	Pathway	pathway	REACTOME:R-SSC-8953854
REACTOME:R-SSC-72086	Pathway	pathway	REACTOME:R-SSC-72086
REACTOME:R-SSC-927802	Pathway	pathway	REACTOME:R-SSC-927802
REACTOME:R-SSC-9930044	Pathway	pathway	REACTOME:R-SSC-9930044
REACTOME:R-SSC-8953897	Pathway	pathway	REACTOME:R-SSC-8953897
REACTOME:R-SSC-9855142	Pathway	pathway	REACTOME:R-SSC-9855142
REACTOME:R-SSC-73621	Pathway	pathway	REACTOME:R-SSC-73621
REACTOME:R-SSC-8850843	Pathway	pathway	REACTOME:R-SSC-8850843
REACTOME:R-SSC-500753	Pathway	pathway	REACTOME:R-SSC-500753
REACTOME:R-SSC-73817	Pathway	pathway	REACTOME:R-SSC-73817
REACTOME:R-SSC-73614	Pathway	pathway	REACTOME:R-SSC-73614
REACTOME:R-SSC-74217	Pathway	pathway	REACTOME:R-SSC-74217
REACTOME:R-SSC-1655829	Pathway	pathway	REACTOME:R-SSC-1655829
REACTOME:R-SSC-196791	Pathway	pathway	REACTOME:R-SSC-196791
REACTOME:R-SSC-8963676	Pathway	pathway	REACTOME:R-SSC-8963676
REACTOME:R-SSC-8963678	Pathway	pathway	REACTOME:R-SSC-8963678
REACTOME:R-SSC-8981373	Pathway	pathway	REACTOME:R-SSC-8981373
REACTOME:R-SSC-8963684	Pathway	pathway	REACTOME:R-SSC-8963684
REACTOME:R-SSC-8964208	Pathway	pathway	REACTOME:R-SSC-8964208
REACTOME:R-SSC-8963743	Pathway	pathway	REACTOME:R-SSC-8963743
REACTOME:R-SSC-8866423	Pathway	pathway	REACTOME:R-SSC-8866423
REACTOME:R-SSC-8963888	Pathway	pathway	REACTOME:R-SSC-8963888
REACTOME:R-SSC-8963896	Pathway	pathway	REACTOME:R-SSC-8963896
REACTOME:R-SSC-8963889	Pathway	pathway	REACTOME:R-SSC-8963889
REACTOME:R-SSC-8963901	Pathway	pathway	REACTOME:R-SSC-8963901
REACTOME:R-SSC-8964041	Pathway	pathway	REACTOME:R-SSC-8964041
REACTOME:R-SSC-8964058	Pathway	pathway	REACTOME:R-SSC-8964058
REACTOME:R-SSC-8866427	Pathway	pathway	REACTOME:R-SSC-8866427
REACTOME:R-SSC-8964011	Pathway	pathway	REACTOME:R-SSC-8964011
REACTOME:R-SSC-8964026	Pathway	pathway	REACTOME:R-SSC-8964026
REACTOME:R-SSC-8964038	Pathway	pathway	REACTOME:R-SSC-8964038
REACTOME:R-SSC-200425	Pathway	pathway	REACTOME:R-SSC-200425
REACTOME:R-SSC-1474151	Pathway	pathway	REACTOME:R-SSC-1474151
REACTOME:R-SSC-2142789	Pathway	pathway	REACTOME:R-SSC-2142789
REACTOME:R-SSC-389542	Pathway	pathway	REACTOME:R-SSC-389542
REACTOME:R-SSC-163560	Pathway	pathway	REACTOME:R-SSC-163560
REACTOME:R-SSC-75109	Pathway	pathway	REACTOME:R-SSC-75109
REACTOME:R-SSC-3322077	Pathway	pathway	REACTOME:R-SSC-3322077
REACTOME:R-SSC-70221	Pathway	pathway	REACTOME:R-SSC-70221
REACTOME:R-SSC-9022692	Pathway	pathway	REACTOME:R-SSC-9022692
REACTOME:R-SSC-9026527	Pathway	pathway	REACTOME:R-SSC-9026527
REACTOME:R-SSC-9028731	Pathway	pathway	REACTOME:R-SSC-9028731
REACTOME:R-SSC-9032500	Pathway	pathway	REACTOME:R-SSC-9032500
REACTOME:R-SSC-9027276	Pathway	pathway	REACTOME:R-SSC-9027276
REACTOME:R-SSC-9027284	Pathway	pathway	REACTOME:R-SSC-9027284
REACTOME:R-SSC-9024446	Pathway	pathway	REACTOME:R-SSC-9024446
REACTOME:R-SSC-8852405	Pathway	pathway	REACTOME:R-SSC-8852405
REACTOME:R-SSC-201451	Pathway	pathway	REACTOME:R-SSC-201451
REACTOME:R-SSC-9839373	Pathway	pathway	REACTOME:R-SSC-9839373
REACTOME:R-SSC-8854214	Pathway	pathway	REACTOME:R-SSC-8854214
REACTOME:R-SSC-8876198	Pathway	pathway	REACTOME:R-SSC-8876198
REACTOME:R-SSC-9634635	Pathway	pathway	REACTOME:R-SSC-9634635
REACTOME:R-SSC-9634638	Pathway	pathway	REACTOME:R-SSC-9634638
REACTOME:R-SSC-901032	Pathway	pathway	REACTOME:R-SSC-901032
REACTOME:R-SSC-8980692	Pathway	pathway	REACTOME:R-SSC-8980692
REACTOME:R-SSC-9013026	Pathway	pathway	REACTOME:R-SSC-9013026
REACTOME:R-SSC-9013106	Pathway	pathway	REACTOME:R-SSC-9013106
REACTOME:R-SSC-9013148	Pathway	pathway	REACTOME:R-SSC-9013148
REACTOME:R-SSC-9013149	Pathway	pathway	REACTOME:R-SSC-9013149
REACTOME:R-SSC-9013404	Pathway	pathway	REACTOME:R-SSC-9013404
REACTOME:R-SSC-9013405	Pathway	pathway	REACTOME:R-SSC-9013405
REACTOME:R-SSC-9013406	Pathway	pathway	REACTOME:R-SSC-9013406
REACTOME:R-SSC-9013407	Pathway	pathway	REACTOME:R-SSC-9013407
REACTOME:R-SSC-9013408	Pathway	pathway	REACTOME:R-SSC-9013408
REACTOME:R-SSC-9013409	Pathway	pathway	REACTOME:R-SSC-9013409
REACTOME:R-SSC-9013420	Pathway	pathway	REACTOME:R-SSC-9013420
REACTOME:R-SSC-9013423	Pathway	pathway	REACTOME:R-SSC-9013423
REACTOME:R-SSC-9013424	Pathway	pathway	REACTOME:R-SSC-9013424
REACTOME:R-SSC-9035034	Pathway	pathway	REACTOME:R-SSC-9035034
REACTOME:R-SSC-9696264	Pathway	pathway	REACTOME:R-SSC-9696264
REACTOME:R-SSC-9696270	Pathway	pathway	REACTOME:R-SSC-9696270
REACTOME:R-SSC-9696273	Pathway	pathway	REACTOME:R-SSC-9696273
REACTOME:R-SSC-9706574	Pathway	pathway	REACTOME:R-SSC-9706574
REACTOME:R-SSC-9013700	Pathway	pathway	REACTOME:R-SSC-9013700
REACTOME:R-SSC-9018677	Pathway	pathway	REACTOME:R-SSC-9018677
REACTOME:R-SSC-9018676	Pathway	pathway	REACTOME:R-SSC-9018676
REACTOME:R-SSC-9018681	Pathway	pathway	REACTOME:R-SSC-9018681
REACTOME:R-SSC-9018682	Pathway	pathway	REACTOME:R-SSC-9018682
REACTOME:R-SSC-9020265	Pathway	pathway	REACTOME:R-SSC-9020265
REACTOME:R-SSC-9026395	Pathway	pathway	REACTOME:R-SSC-9026395
REACTOME:R-SSC-2142700	Pathway	pathway	REACTOME:R-SSC-2142700
REACTOME:R-SSC-9018679	Pathway	pathway	REACTOME:R-SSC-9018679
REACTOME:R-SSC-9018683	Pathway	pathway	REACTOME:R-SSC-9018683
REACTOME:R-SSC-9027604	Pathway	pathway	REACTOME:R-SSC-9027604
REACTOME:R-SSC-9018896	Pathway	pathway	REACTOME:R-SSC-9018896
REACTOME:R-SSC-9023661	Pathway	pathway	REACTOME:R-SSC-9023661
REACTOME:R-SSC-9027307	Pathway	pathway	REACTOME:R-SSC-9027307
REACTOME:R-SSC-9025094	Pathway	pathway	REACTOME:R-SSC-9025094
REACTOME:R-SSC-9025106	Pathway	pathway	REACTOME:R-SSC-9025106
REACTOME:R-SSC-9029569	Pathway	pathway	REACTOME:R-SSC-9029569
REACTOME:R-SSC-9623433	Pathway	pathway	REACTOME:R-SSC-9623433
REACTOME:R-SSC-9026286	Pathway	pathway	REACTOME:R-SSC-9026286
REACTOME:R-SSC-9026290	Pathway	pathway	REACTOME:R-SSC-9026290
REACTOME:R-SSC-9026403	Pathway	pathway	REACTOME:R-SSC-9026403
REACTOME:R-SSC-9026762	Pathway	pathway	REACTOME:R-SSC-9026762
REACTOME:R-SSC-9026766	Pathway	pathway	REACTOME:R-SSC-9026766
REACTOME:R-SSC-9032759	Pathway	pathway	REACTOME:R-SSC-9032759
REACTOME:R-SSC-9033241	Pathway	pathway	REACTOME:R-SSC-9033241
REACTOME:R-SSC-9033500	Pathway	pathway	REACTOME:R-SSC-9033500
REACTOME:R-SSC-9033807	Pathway	pathway	REACTOME:R-SSC-9033807
REACTOME:R-SSC-9037629	Pathway	pathway	REACTOME:R-SSC-9037629
REACTOME:R-SSC-9034013	Pathway	pathway	REACTOME:R-SSC-9034013
REACTOME:R-SSC-9034793	Pathway	pathway	REACTOME:R-SSC-9034793
REACTOME:R-SSC-9603381	Pathway	pathway	REACTOME:R-SSC-9603381
REACTOME:R-SSC-167060	Pathway	pathway	REACTOME:R-SSC-167060
REACTOME:R-SSC-909733	Pathway	pathway	REACTOME:R-SSC-909733
REACTOME:R-SSC-912694	Pathway	pathway	REACTOME:R-SSC-912694
REACTOME:R-SSC-9909505	Pathway	pathway	REACTOME:R-SSC-9909505
REACTOME:R-SSC-977068	Pathway	pathway	REACTOME:R-SSC-977068
REACTOME:R-SSC-917977	Pathway	pathway	REACTOME:R-SSC-917977
REACTOME:R-SSC-975956	Pathway	pathway	REACTOME:R-SSC-975956
REACTOME:R-SSC-975957	Pathway	pathway	REACTOME:R-SSC-975957
REACTOME:R-SSC-936964	Pathway	pathway	REACTOME:R-SSC-936964
REACTOME:R-SSC-9824878	Pathway	pathway	REACTOME:R-SSC-9824878
REACTOME:R-SSC-2562578	Pathway	pathway	REACTOME:R-SSC-2562578
REACTOME:R-SSC-937041	Pathway	pathway	REACTOME:R-SSC-937041
REACTOME:R-SSC-937072	Pathway	pathway	REACTOME:R-SSC-937072
REACTOME:R-SSC-964739	Pathway	pathway	REACTOME:R-SSC-964739
REACTOME:R-SSC-975576	Pathway	pathway	REACTOME:R-SSC-975576
REACTOME:R-SSC-9706369	Pathway	pathway	REACTOME:R-SSC-9706369
REACTOME:R-SSC-9706374	Pathway	pathway	REACTOME:R-SSC-9706374
REACTOME:R-SSC-9609507	Pathway	pathway	REACTOME:R-SSC-9609507
REACTOME:R-SSC-1268020	Pathway	pathway	REACTOME:R-SSC-1268020
REACTOME:R-SSC-9603798	Pathway	pathway	REACTOME:R-SSC-9603798
REACTOME:R-SSC-9609523	Pathway	pathway	REACTOME:R-SSC-9609523
REACTOME:R-SSC-9612973	Pathway	pathway	REACTOME:R-SSC-9612973
REACTOME:R-SSC-9614399	Pathway	pathway	REACTOME:R-SSC-9614399
REACTOME:R-SSC-9615017	Pathway	pathway	REACTOME:R-SSC-9615017
REACTOME:R-SSC-9617629	Pathway	pathway	REACTOME:R-SSC-9617629
REACTOME:R-SSC-9617828	Pathway	pathway	REACTOME:R-SSC-9617828
REACTOME:R-SSC-9768919	Pathway	pathway	REACTOME:R-SSC-9768919
REACTOME:R-SSC-964827	Pathway	pathway	REACTOME:R-SSC-964827
REACTOME:R-SSC-9646399	Pathway	pathway	REACTOME:R-SSC-9646399
REACTOME:R-SSC-9664873	Pathway	pathway	REACTOME:R-SSC-9664873
REACTOME:R-SSC-9705462	Pathway	pathway	REACTOME:R-SSC-9705462
REACTOME:R-SSC-9619665	Pathway	pathway	REACTOME:R-SSC-9619665
REACTOME:R-SSC-9013418	Pathway	pathway	REACTOME:R-SSC-9013418
REACTOME:R-SSC-9013422	Pathway	pathway	REACTOME:R-SSC-9013422
REACTOME:R-SSC-9707564	Pathway	pathway	REACTOME:R-SSC-9707564
REACTOME:R-SSC-9707587	Pathway	pathway	REACTOME:R-SSC-9707587
REACTOME:R-SSC-9709957	Pathway	pathway	REACTOME:R-SSC-9709957
REACTOME:R-SSC-381753	Pathway	pathway	REACTOME:R-SSC-381753
REACTOME:R-SSC-9717189	Pathway	pathway	REACTOME:R-SSC-9717189
REACTOME:R-SSC-9639288	Pathway	pathway	REACTOME:R-SSC-9639288
REACTOME:R-SSC-3299685	Pathway	pathway	REACTOME:R-SSC-3299685
REACTOME:R-SSC-9755511	Pathway	pathway	REACTOME:R-SSC-9755511
REACTOME:R-SSC-9715370	Pathway	pathway	REACTOME:R-SSC-9715370
REACTOME:R-SSC-9013419	Pathway	pathway	REACTOME:R-SSC-9013419
REACTOME:R-SSC-9013425	Pathway	pathway	REACTOME:R-SSC-9013425
REACTOME:R-SSC-9717207	Pathway	pathway	REACTOME:R-SSC-9717207
REACTOME:R-SSC-9730628	Pathway	pathway	REACTOME:R-SSC-9730628
REACTOME:R-SSC-9856649	Pathway	pathway	REACTOME:R-SSC-9856649
REACTOME:R-SSC-9856651	Pathway	pathway	REACTOME:R-SSC-9856651
REACTOME:R-SSC-9748784	Pathway	pathway	REACTOME:R-SSC-9748784
REACTOME:R-SSC-9748787	Pathway	pathway	REACTOME:R-SSC-9748787
REACTOME:R-SSC-9749641	Pathway	pathway	REACTOME:R-SSC-9749641
REACTOME:R-SSC-9753281	Pathway	pathway	REACTOME:R-SSC-9753281
